test_id,company_id,governorate,region,source_type,year,month,season,pH,turbidity_NTU,TDS_mg_L,chlorine_mg_L,EC_uS_cm,nitrate_mg_L,nitrite_mg_L,ammonia_mg_L,iron_Fe_mg_L,manganese_Mn_mg_L,sulfate_mg_L,hardness_mg_L,chloride_mg_L,DO_mg_L,coliform_CFU_per_100mL,pH_compliant,turbidity_compliant,TDS_compliant,chlorine_compliant,nitrate_compliant,coliform_compliant,potable
733,16,Sohag,Upper Egypt,Nile/Groundwater,2022,1,Winter,7.45,2.22,507,0.35,754,11.56,0.045,0.153,0.115,0.071,82,219,93,10.0,0,1,0,1,1,1,1,0
734,16,Sohag,Upper Egypt,Nile/Groundwater,2023,11,Autumn,7.19,3.08,456,0.41,869,11.93,0.051,0.227,0.075,0.053,61,173,111,10.0,0,1,0,1,1,1,1,0
735,16,Sohag,Upper Egypt,Nile/Groundwater,2020,3,Spring,7.43,1.45,462,0.47,781,8.92,0.039,0.264,0.143,0.074,79,176,103,10.0,1,1,0,1,1,1,0,0
736,16,Sohag,Upper Egypt,Nile/Groundwater,2022,7,Summer,7.45,2.85,512,0.31,844,12.71,0.055,0.391,0.178,0.092,68,229,82,10.0,0,1,0,1,1,1,1,0
737,16,Sohag,Upper Egypt,Nile/Groundwater,2022,7,Summer,7.28,3.92,549,0.44,787,12.4,0.063,0.385,0.243,0.077,88,217,111,10.0,1,1,0,1,1,1,0,0
738,16,Sohag,Upper Egypt,Nile/Groundwater,2022,5,Spring,7.61,2.17,496,0.47,720,9.56,0.027,0.246,0.212,0.035,87,183,98,10.0,2,1,0,1,1,1,0,0
739,16,Sohag,Upper Egypt,Nile/Groundwater,2020,5,Spring,7.42,3.47,577,0.38,707,8.71,0.024,0.305,0.119,0.074,70,259,66,10.0,1,1,0,1,1,1,0,0
740,16,Sohag,Upper Egypt,Nile/Groundwater,2023,10,Autumn,7.11,3.63,521,0.22,777,9.08,0.032,0.121,0.179,0.059,64,266,106,10.0,0,1,0,1,1,1,1,0
741,16,Sohag,Upper Egypt,Nile/Groundwater,2023,11,Autumn,7.37,2.73,461,0.31,726,10.22,0.044,0.28,0.193,0.054,82,263,105,10.0,0,1,0,1,1,1,1,0
742,16,Sohag,Upper Egypt,Nile/Groundwater,2023,2,Winter,7.03,2.53,441,0.32,684,9.3,0.031,0.281,0.196,0.04,77,216,80,10.0,0,1,0,1,1,1,1,0
743,16,Sohag,Upper Egypt,Nile/Groundwater,2020,4,Spring,7.31,3.41,423,0.46,901,9.47,0.035,0.313,0.2,0.076,75,242,106,10.0,0,1,0,1,1,1,1,0
744,16,Sohag,Upper Egypt,Nile/Groundwater,2020,1,Winter,7.34,2.88,499,0.32,746,12.16,0.033,0.21,0.172,0.059,72,237,92,10.0,0,1,0,1,1,1,1,0
745,16,Sohag,Upper Egypt,Nile/Groundwater,2023,11,Autumn,7.62,1.39,401,0.45,773,7.64,0.027,0.224,0.231,0.052,60,222,97,10.0,2,1,0,1,1,1,0,0
746,16,Sohag,Upper Egypt,Nile/Groundwater,2021,10,Autumn,7.39,1.45,448,0.4,768,8.62,0.033,0.263,0.142,0.055,90,209,86,10.0,0,1,0,1,1,1,1,0
747,16,Sohag,Upper Egypt,Nile/Groundwater,2022,11,Autumn,7.26,2.64,468,0.49,778,9.91,0.053,0.31,0.154,0.057,76,226,127,10.0,1,1,0,1,1,1,0,0
748,16,Sohag,Upper Egypt,Nile/Groundwater,2022,3,Spring,7.03,1.8,421,0.46,763,10.38,0.036,0.186,0.2,0.083,82,213,80,10.0,3,1,0,1,1,1,0,0
749,16,Sohag,Upper Egypt,Nile/Groundwater,2022,7,Summer,7.42,5.08,510,0.38,701,13.93,0.048,0.426,0.312,0.068,67,223,89,10.0,0,1,0,1,1,1,1,0
750,16,Sohag,Upper Egypt,Nile/Groundwater,2020,9,Autumn,7.45,0.9,488,0.5,704,12.4,0.044,0.353,0.128,0.056,87,185,108,10.0,0,1,1,1,1,1,1,0
751,16,Sohag,Upper Egypt,Nile/Groundwater,2020,3,Spring,7.4,2.89,504,0.48,737,5.36,0.031,0.217,0.192,0.061,74,270,89,10.0,1,1,0,1,1,1,0,0
752,16,Sohag,Upper Egypt,Nile/Groundwater,2023,3,Spring,7.26,3.06,423,0.37,675,9.4,0.032,0.246,0.211,0.059,86,266,122,10.0,2,1,0,1,1,1,0,0
753,16,Sohag,Upper Egypt,Nile/Groundwater,2023,8,Summer,7.31,2.21,562,0.4,669,13.21,0.06,0.417,0.228,0.068,62,223,101,10.0,0,1,0,1,1,1,1,0
754,16,Sohag,Upper Egypt,Nile/Groundwater,2020,7,Summer,7.34,2.17,509,0.52,771,14.23,0.055,0.306,0.33,0.075,84,244,97,10.0,0,1,0,1,1,1,1,0
755,16,Sohag,Upper Egypt,Nile/Groundwater,2022,6,Summer,7.37,3.91,467,0.42,785,13.58,0.05,0.341,0.213,0.079,84,179,93,10.0,1,1,0,1,1,1,0,0
756,16,Sohag,Upper Egypt,Nile/Groundwater,2020,2,Winter,7.48,1.68,527,0.53,883,11.58,0.022,0.285,0.186,0.045,82,175,73,10.0,3,1,0,1,1,1,0,0
757,16,Sohag,Upper Egypt,Nile/Groundwater,2021,11,Autumn,7.56,1.3,388,0.43,676,9.69,0.033,0.306,0.14,0.064,87,219,103,10.0,0,1,0,1,1,1,1,0
758,16,Sohag,Upper Egypt,Nile/Groundwater,2021,1,Winter,7.29,2.47,511,0.36,805,6.6,0.025,0.143,0.097,0.037,77,198,114,10.0,2,1,0,1,1,1,0,0
759,16,Sohag,Upper Egypt,Nile/Groundwater,2022,11,Autumn,7.34,3.01,557,0.33,622,10.73,0.044,0.245,0.136,0.062,77,232,83,10.0,0,1,0,1,1,1,1,0
760,16,Sohag,Upper Egypt,Nile/Groundwater,2022,6,Summer,7.46,2.43,465,0.44,795,10.25,0.056,0.424,0.249,0.112,69,215,94,10.0,0,1,0,1,1,1,1,0
761,16,Sohag,Upper Egypt,Nile/Groundwater,2021,1,Winter,7.49,2.08,497,0.55,722,8.36,0.021,0.258,0.161,0.055,66,244,97,10.0,1,1,0,1,1,1,0,0
762,17,Qena,Upper Egypt,Nile,2023,3,Spring,7.12,2.24,497,0.48,732,10.63,0.012,0.256,0.201,0.045,66,171,112,10.0,2,1,0,1,1,1,0,0
763,17,Qena,Upper Egypt,Nile,2023,5,Spring,7.31,3.68,464,0.41,853,7.09,0.037,0.255,0.148,0.079,79,235,103,10.0,3,1,0,1,1,1,0,0
764,17,Qena,Upper Egypt,Nile,2022,5,Spring,7.08,2.95,436,0.4,763,9.02,0.037,0.29,0.181,0.047,68,182,83,10.0,0,1,0,1,1,1,1,0
765,17,Qena,Upper Egypt,Nile,2021,10,Autumn,7.44,2.37,396,0.46,755,10.15,0.04,0.171,0.184,0.064,83,187,107,10.0,0,1,0,1,1,1,1,0
766,17,Qena,Upper Egypt,Nile,2022,7,Summer,7.39,3.39,470,0.46,856,14.54,0.064,0.287,0.249,0.079,79,252,92,10.0,1,1,0,1,1,1,0,0
767,17,Qena,Upper Egypt,Nile,2021,4,Spring,7.19,3.57,425,0.41,762,11.84,0.035,0.306,0.195,0.056,63,182,94,10.0,2,1,0,1,1,1,0,0
768,17,Qena,Upper Egypt,Nile,2021,1,Winter,7.19,2.6,454,0.45,783,7.16,0.026,0.21,0.114,0.047,75,224,97,10.0,0,1,0,1,1,1,1,0
769,17,Qena,Upper Egypt,Nile,2023,7,Summer,7.14,3.56,462,0.51,870,11.76,0.062,0.262,0.245,0.08,59,197,84,10.0,1,1,0,1,1,1,0,0
770,17,Qena,Upper Egypt,Nile,2020,1,Winter,7.55,2.27,398,0.48,834,6.32,0.028,0.182,0.117,0.036,68,203,88,10.0,0,1,0,1,1,1,1,0
771,17,Qena,Upper Egypt,Nile,2023,4,Spring,7.34,2.55,397,0.5,741,8.61,0.038,0.199,0.155,0.056,68,177,71,10.0,0,1,0,1,1,1,1,0
772,17,Qena,Upper Egypt,Nile,2023,3,Spring,7.16,1.44,463,0.4,719,9.25,0.024,0.224,0.189,0.051,57,206,80,10.0,0,1,0,1,1,1,1,0
773,17,Qena,Upper Egypt,Nile,2022,2,Winter,7.31,2.11,426,0.36,702,11.0,0.024,0.174,0.199,0.043,65,190,75,10.0,1,1,0,1,1,1,0,0
774,17,Qena,Upper Egypt,Nile,2020,12,Winter,7.48,2.59,511,0.41,714,7.37,0.038,0.234,0.155,0.056,52,226,95,10.0,1,1,0,1,1,1,0,0
775,17,Qena,Upper Egypt,Nile,2023,12,Winter,7.63,2.67,477,0.44,707,7.94,0.023,0.21,0.06,0.052,74,210,95,10.0,4,1,0,1,1,1,0,0
776,17,Qena,Upper Egypt,Nile,2022,10,Autumn,7.33,2.69,519,0.53,684,10.22,0.026,0.2,0.207,0.053,82,231,92,10.0,0,1,0,1,1,1,1,0
777,17,Qena,Upper Egypt,Nile,2020,3,Spring,7.29,3.46,493,0.44,757,7.33,0.043,0.297,0.252,0.061,82,230,85,10.0,2,1,0,1,1,1,0,0
778,17,Qena,Upper Egypt,Nile,2021,1,Winter,7.65,0.87,485,0.44,776,5.4,0.019,0.172,0.152,0.038,71,239,117,10.0,1,1,1,1,1,1,0,0
779,17,Qena,Upper Egypt,Nile,2021,12,Winter,7.21,1.69,472,0.53,757,9.59,0.029,0.221,0.204,0.057,85,211,92,10.0,0,1,0,1,1,1,1,0
780,17,Qena,Upper Egypt,Nile,2022,7,Summer,7.28,3.89,468,0.42,724,15.16,0.063,0.342,0.188,0.071,73,231,83,10.0,2,1,0,1,1,1,0,0
781,17,Qena,Upper Egypt,Nile,2021,8,Summer,7.43,5.87,553,0.45,735,12.39,0.036,0.407,0.236,0.082,79,201,85,10.0,2,1,0,1,1,1,0,0
782,17,Qena,Upper Egypt,Nile,2021,3,Spring,7.35,3.13,474,0.4,684,11.85,0.055,0.355,0.195,0.035,55,204,92,10.0,0,1,0,1,1,1,1,0
783,17,Qena,Upper Egypt,Nile,2022,4,Spring,7.19,2.27,416,0.48,823,8.75,0.016,0.272,0.139,0.046,78,249,102,10.0,1,1,0,1,1,1,0,0
784,17,Qena,Upper Egypt,Nile,2020,3,Spring,7.33,3.41,439,0.38,675,11.42,0.038,0.288,0.199,0.079,95,226,95,10.0,3,1,0,1,1,1,0,0
785,17,Qena,Upper Egypt,Nile,2023,9,Autumn,7.42,1.68,432,0.35,837,6.39,0.019,0.267,0.174,0.049,75,191,94,10.0,2,1,0,1,1,1,0,0
786,17,Qena,Upper Egypt,Nile,2021,1,Winter,7.47,2.24,397,0.51,704,9.52,0.035,0.163,0.176,0.051,77,206,79,10.0,1,1,0,1,1,1,0,0
787,17,Qena,Upper Egypt,Nile,2022,11,Autumn,7.2,2.51,448,0.57,670,10.11,0.053,0.296,0.13,0.036,78,222,108,10.0,0,1,0,1,1,1,1,0
788,17,Qena,Upper Egypt,Nile,2021,11,Autumn,7.37,3.52,498,0.44,803,11.36,0.053,0.32,0.194,0.066,78,211,103,10.0,0,1,0,1,1,1,1,0
789,17,Qena,Upper Egypt,Nile,2023,4,Spring,7.4,2.52,553,0.42,853,7.29,0.019,0.183,0.213,0.076,66,206,79,10.0,2,1,0,1,1,1,0,0
790,17,Qena,Upper Egypt,Nile,2021,5,Spring,7.31,2.59,454,0.42,707,7.8,0.035,0.255,0.16,0.072,80,237,102,10.0,0,1,0,1,1,1,1,0
791,17,Qena,Upper Egypt,Nile,2022,4,Spring,7.13,1.55,378,0.49,794,10.92,0.038,0.122,0.133,0.057,76,212,97,10.0,0,1,0,1,1,1,1,0
792,17,Qena,Upper Egypt,Nile,2022,2,Winter,7.36,2.19,513,0.35,727,8.96,0.027,0.271,0.105,0.029,72,216,95,10.0,0,1,0,1,1,1,1,0
793,17,Qena,Upper Egypt,Nile,2021,10,Autumn,7.46,4.73,510,0.42,674,11.75,0.044,0.158,0.158,0.041,44,187,94,10.0,2,1,0,1,1,1,0,0
794,17,Qena,Upper Egypt,Nile,2023,3,Spring,7.23,2.14,505,0.42,812,7.02,0.045,0.293,0.097,0.071,76,228,83,10.0,1,1,0,1,1,1,0,0
795,17,Qena,Upper Egypt,Nile,2021,2,Winter,7.55,2.36,516,0.38,726,10.21,0.039,0.356,0.148,0.049,70,213,105,10.0,0,1,0,1,1,1,1,0
796,17,Qena,Upper Egypt,Nile,2020,12,Winter,7.14,2.13,504,0.37,824,5.2,0.048,0.214,0.097,0.057,80,253,74,10.0,3,1,0,1,1,1,0,0
797,17,Qena,Upper Egypt,Nile,2023,12,Winter,7.22,2.14,437,0.47,792,8.32,0.038,0.211,0.192,0.036,91,200,92,10.0,0,1,0,1,1,1,1,0
798,17,Qena,Upper Egypt,Nile,2020,8,Summer,7.29,2.38,457,0.39,651,11.74,0.045,0.309,0.226,0.085,84,256,77,10.0,2,1,0,1,1,1,0,0
799,17,Qena,Upper Egypt,Nile,2021,7,Summer,7.71,5.51,476,0.29,897,11.85,0.054,0.256,0.226,0.058,62,195,101,10.0,5,1,0,1,1,1,0,0
800,17,Qena,Upper Egypt,Nile,2022,3,Spring,7.3,1.69,515,0.55,832,6.66,0.051,0.232,0.244,0.062,78,218,93,10.0,0,1,0,1,1,1,1,0
801,17,Qena,Upper Egypt,Nile,2020,9,Autumn,7.42,2.03,476,0.46,734,8.1,0.035,0.242,0.181,0.052,62,214,97,10.0,0,1,0,1,1,1,1,0
802,18,Luxor,Upper Egypt,Nile,2021,6,Summer,7.2,3.6,557,0.32,799,11.9,0.061,0.36,0.24,0.094,49,198,108,10.0,6,1,0,1,1,1,0,0
803,18,Luxor,Upper Egypt,Nile,2023,9,Autumn,7.25,2.85,475,0.26,808,7.82,0.032,0.247,0.235,0.064,50,209,81,10.0,1,1,0,1,1,1,0,0
804,18,Luxor,Upper Egypt,Nile,2022,10,Autumn,7.09,3.73,464,0.49,746,8.38,0.027,0.297,0.232,0.07,74,184,93,10.0,0,1,0,1,1,1,1,0
805,18,Luxor,Upper Egypt,Nile,2023,4,Spring,7.53,3.02,486,0.35,803,12.43,0.046,0.251,0.155,0.009,68,223,100,10.0,4,1,0,1,1,1,0,0
806,18,Luxor,Upper Egypt,Nile,2021,3,Spring,7.37,3.98,502,0.58,681,13.5,0.036,0.367,0.236,0.086,91,252,119,10.0,3,1,0,1,1,1,0,0
807,18,Luxor,Upper Egypt,Nile,2023,4,Spring,7.17,3.17,480,0.47,720,8.26,0.051,0.416,0.268,0.064,92,214,108,10.0,3,1,0,1,1,1,0,0
808,18,Luxor,Upper Egypt,Nile,2020,9,Autumn,7.58,3.44,498,0.44,881,10.04,0.037,0.156,0.189,0.069,70,206,77,10.0,2,1,0,1,1,1,0,0
809,18,Luxor,Upper Egypt,Nile,2022,5,Spring,7.28,4.26,496,0.55,867,8.44,0.035,0.319,0.133,0.062,86,216,109,10.0,2,1,0,1,1,1,0,0
810,18,Luxor,Upper Egypt,Nile,2020,6,Summer,7.32,2.22,487,0.46,822,16.86,0.052,0.309,0.315,0.111,90,229,117,10.0,0,1,0,1,1,1,1,0
811,18,Luxor,Upper Egypt,Nile,2023,5,Spring,7.55,3.09,501,0.26,822,8.73,0.049,0.292,0.207,0.076,84,279,121,10.0,2,1,0,1,1,1,0,0
812,18,Luxor,Upper Egypt,Nile,2021,7,Summer,7.14,4.88,451,0.32,721,15.1,0.065,0.401,0.353,0.093,78,212,106,10.0,1,1,0,1,1,1,0,0
813,18,Luxor,Upper Egypt,Nile,2020,2,Winter,7.32,3.24,527,0.46,784,9.23,0.032,0.267,0.174,0.048,86,241,116,10.0,0,1,0,1,1,1,1,0
814,18,Luxor,Upper Egypt,Nile,2021,12,Winter,7.54,2.6,495,0.27,744,8.27,0.024,0.239,0.149,0.056,80,207,95,10.0,3,1,0,1,1,1,0,0
815,18,Luxor,Upper Egypt,Nile,2022,5,Spring,7.19,2.06,465,0.39,738,11.09,0.039,0.341,0.192,0.068,101,221,97,10.0,1,1,0,1,1,1,0,0
816,18,Luxor,Upper Egypt,Nile,2022,10,Autumn,7.26,2.2,534,0.38,889,10.46,0.039,0.245,0.189,0.061,95,241,110,10.0,1,1,0,1,1,1,0,0
817,18,Luxor,Upper Egypt,Nile,2021,1,Winter,7.31,1.21,515,0.49,829,13.42,0.036,0.234,0.102,0.061,86,196,97,10.0,3,1,0,1,1,1,0,0
818,18,Luxor,Upper Egypt,Nile,2021,6,Summer,7.25,4.55,561,0.23,780,11.01,0.056,0.468,0.274,0.083,82,244,109,10.0,5,1,0,1,1,1,0,0
819,18,Luxor,Upper Egypt,Nile,2023,11,Autumn,7.03,3.88,487,0.29,719,8.57,0.038,0.344,0.181,0.033,77,229,98,10.0,1,1,0,1,1,1,0,0
820,18,Luxor,Upper Egypt,Nile,2022,8,Summer,6.98,4.4,508,0.53,749,14.82,0.072,0.39,0.22,0.121,70,205,90,10.0,3,1,0,1,1,1,0,0
821,18,Luxor,Upper Egypt,Nile,2020,2,Winter,7.07,3.09,538,0.47,791,8.49,0.028,0.285,0.189,0.051,110,192,97,10.0,1,1,0,1,1,1,0,0
822,18,Luxor,Upper Egypt,Nile,2022,4,Spring,7.36,1.66,596,0.51,777,9.85,0.051,0.286,0.232,0.057,68,229,101,10.0,2,1,0,1,1,1,0,0
823,18,Luxor,Upper Egypt,Nile,2022,7,Summer,7.14,5.44,498,0.22,848,13.54,0.059,0.457,0.281,0.063,55,215,102,10.0,1,1,0,1,1,1,0,0
824,18,Luxor,Upper Egypt,Nile,2020,11,Autumn,7.36,3.76,445,0.37,725,11.61,0.029,0.314,0.186,0.06,90,197,95,10.0,2,1,0,1,1,1,0,0
825,18,Luxor,Upper Egypt,Nile,2023,7,Summer,7.43,4.56,581,0.63,768,16.36,0.074,0.452,0.302,0.065,72,222,121,10.0,3,1,0,1,1,1,0,0
826,18,Luxor,Upper Egypt,Nile,2023,4,Spring,7.42,3.55,504,0.24,781,10.41,0.046,0.255,0.197,0.066,70,202,106,10.0,1,1,0,1,1,1,0,0
827,18,Luxor,Upper Egypt,Nile,2023,3,Spring,7.25,2.32,495,0.39,824,6.22,0.028,0.331,0.175,0.054,69,253,110,10.0,1,1,0,1,1,1,0,0
828,18,Luxor,Upper Egypt,Nile,2022,5,Spring,7.4,1.76,499,0.47,833,11.56,0.048,0.344,0.199,0.072,91,244,117,10.0,1,1,0,1,1,1,0,0
829,18,Luxor,Upper Egypt,Nile,2020,6,Summer,6.98,5.0,574,0.33,712,13.17,0.056,0.362,0.252,0.09,80,243,99,10.0,3,1,0,1,1,1,0,0
830,18,Luxor,Upper Egypt,Nile,2021,11,Autumn,6.98,2.32,523,0.46,775,10.64,0.019,0.258,0.168,0.056,86,210,93,10.0,0,1,0,1,1,1,1,0
831,18,Luxor,Upper Egypt,Nile,2021,6,Summer,7.21,3.58,602,0.49,786,15.32,0.062,0.409,0.232,0.089,67,224,101,10.0,1,1,0,1,1,1,0,0
832,18,Luxor,Upper Egypt,Nile,2021,6,Summer,7.33,5.1,570,0.44,737,14.53,0.071,0.473,0.309,0.102,87,264,97,10.0,2,1,0,1,1,1,0,0
833,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,9,Autumn,7.4,1.32,374,0.51,642,10.68,0.028,0.241,0.118,0.047,66,149,74,10.0,0,1,0,1,1,1,1,0
834,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,11,Autumn,7.6,2.83,455,0.37,689,7.45,0.026,0.177,0.088,0.054,62,135,84,10.0,0,1,0,1,1,1,1,0
835,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,11,Autumn,7.63,2.87,372,0.42,599,6.48,0.006,0.169,0.14,0.017,51,208,67,10.0,1,1,0,1,1,1,0,0
836,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,10,Autumn,7.7,2.68,460,0.23,670,7.03,0.044,0.297,0.146,0.065,83,197,110,10.0,1,1,0,1,1,1,0,0
837,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,11,Autumn,7.33,2.47,422,0.46,654,8.45,0.013,0.207,0.104,0.048,78,175,75,10.0,1,1,0,1,1,1,0,0
838,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,9,Autumn,7.63,2.73,392,0.28,608,10.71,0.038,0.291,0.153,0.044,74,223,78,10.0,1,1,0,1,1,1,0,0
839,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,11,Autumn,7.62,3.68,406,0.43,675,6.94,0.025,0.189,0.111,0.058,60,219,89,10.0,0,1,0,1,1,1,1,0
840,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,6,Summer,7.49,2.57,433,0.38,698,10.0,0.047,0.266,0.23,0.048,65,183,84,10.0,0,1,0,1,1,1,1,0
841,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,8,Summer,7.63,3.99,442,0.53,659,8.12,0.041,0.258,0.181,0.054,60,182,59,10.0,3,1,0,1,1,1,0,0
842,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,3,Spring,7.33,3.08,366,0.43,626,8.08,0.032,0.299,0.166,0.043,71,212,105,10.0,2,1,0,1,1,1,0,0
843,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,4,Spring,7.12,1.3,318,0.51,657,9.93,0.03,0.332,0.117,0.044,69,179,88,10.0,0,1,0,1,1,1,1,0
844,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,6,Summer,7.36,4.27,335,0.38,707,10.48,0.035,0.33,0.23,0.07,57,205,80,10.0,1,1,0,1,1,1,0,0
845,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,8,Summer,7.35,2.96,431,0.55,681,14.31,0.043,0.313,0.213,0.071,69,168,94,10.0,1,1,0,1,1,1,0,0
846,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,8,Summer,7.35,2.99,487,0.48,703,11.03,0.064,0.261,0.156,0.086,61,204,104,10.0,4,1,0,1,1,1,0,0
847,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,1,Winter,7.29,2.98,468,0.42,636,6.87,0.03,0.115,0.13,0.029,65,176,75,10.0,0,1,0,1,1,1,1,0
848,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,5,Spring,7.32,2.11,457,0.37,638,8.19,0.022,0.199,0.148,0.049,78,229,74,10.0,2,1,0,1,1,1,0,0
849,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,7,Summer,7.57,3.45,385,0.45,659,9.72,0.044,0.284,0.205,0.072,71,185,90,10.0,2,1,0,1,1,1,0,0
850,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,9,Autumn,7.26,2.86,383,0.49,669,7.0,0.023,0.249,0.124,0.06,57,203,79,10.0,1,1,0,1,1,1,0,0
851,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,12,Winter,7.77,2.61,448,0.36,619,6.62,0.035,0.206,0.101,0.033,77,204,83,10.0,1,1,0,1,1,1,0,0
852,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,9,Autumn,7.59,3.71,437,0.46,645,10.32,0.047,0.191,0.085,0.025,78,194,85,10.0,0,1,0,1,1,1,1,0
853,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,2,Winter,7.63,1.33,385,0.38,650,6.68,0.024,0.152,0.115,0.044,66,220,91,10.0,2,1,0,1,1,1,0,0
854,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,12,Winter,7.63,2.07,398,0.3,638,7.48,0.019,0.123,0.126,0.043,52,196,86,10.0,3,1,0,1,1,1,0,0
855,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,10,Autumn,7.43,1.63,390,0.56,679,8.41,0.015,0.236,0.105,0.034,54,178,92,10.0,0,1,0,1,1,1,1,0
856,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,7,Summer,7.41,2.3,459,0.43,608,11.63,0.04,0.251,0.206,0.065,48,172,105,10.0,3,1,0,1,1,1,0,0
857,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,11,Autumn,7.4,2.16,394,0.35,600,9.34,0.015,0.301,0.135,0.04,72,228,95,10.0,0,1,0,1,1,1,1,0
858,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,12,Winter,7.46,2.85,393,0.46,632,5.24,0.015,0.216,0.164,0.043,70,161,87,10.0,1,1,0,1,1,1,0,0
859,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,3,Spring,7.34,1.57,415,0.35,604,6.39,0.029,0.267,0.19,0.04,87,173,95,10.0,2,1,0,1,1,1,0,0
860,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,10,Autumn,7.62,3.58,400,0.42,700,8.66,0.029,0.238,0.206,0.041,59,212,106,10.0,1,1,0,1,1,1,0,0
861,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,3,Spring,7.38,1.89,453,0.32,611,6.96,0.03,0.206,0.1,0.044,64,181,91,10.0,1,1,0,1,1,1,0,0
862,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,2,Winter,7.49,1.59,432,0.46,572,7.54,0.036,0.18,0.121,0.042,53,198,73,10.0,4,1,0,1,1,1,0,0
863,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,2,Winter,7.43,1.62,311,0.46,667,9.03,0.019,0.143,0.043,0.038,74,182,106,10.0,0,1,0,1,1,1,1,0
864,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,6,Summer,7.48,3.26,397,0.41,590,11.94,0.048,0.31,0.226,0.069,81,166,87,10.0,3,1,0,1,1,1,0,0
865,19,Aswan,Upper Egypt,Nile/Lake Nasser,2021,6,Summer,7.44,3.53,451,0.33,696,6.9,0.036,0.351,0.167,0.055,60,199,72,10.0,2,1,0,1,1,1,0,0
866,19,Aswan,Upper Egypt,Nile/Lake Nasser,2020,3,Spring,7.57,3.08,424,0.43,663,9.08,0.041,0.144,0.088,0.063,57,159,64,10.0,0,1,0,1,1,1,1,0
867,19,Aswan,Upper Egypt,Nile/Lake Nasser,2023,1,Winter,7.55,2.59,461,0.48,667,6.3,0.023,0.151,0.027,0.032,63,188,87,10.0,0,1,0,1,1,1,1,0
868,19,Aswan,Upper Egypt,Nile/Lake Nasser,2022,7,Summer,7.26,3.33,466,0.4,603,10.73,0.035,0.338,0.199,0.086,77,192,93,10.0,0,1,0,1,1,1,1,0
869,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,4,Spring,7.79,0.49,313,0.64,636,4.75,0.012,0.1,0.065,0.017,51,160,52,10.0,0,1,1,1,1,1,1,1
870,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2022,11,Autumn,7.64,0.58,334,0.81,558,3.99,0.013,0.078,0.068,0.012,51,164,59,10.0,0,1,1,1,1,1,1,1
871,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,11,Autumn,7.92,0.66,315,0.55,552,3.47,0.018,0.098,0.097,0.015,55,150,63,10.0,1,1,1,1,1,1,0,0
872,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,4,Spring,7.8,0.54,312,0.74,605,3.66,0.006,0.052,0.044,0.016,44,173,70,10.0,0,1,1,1,1,1,1,1
873,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2023,4,Spring,7.55,0.72,336,0.66,555,1.79,0.015,0.108,0.052,0.023,39,150,53,10.0,1,1,1,1,1,1,0,0
874,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,4,Spring,7.94,0.89,336,0.62,637,2.24,0.012,0.079,0.039,0.016,43,161,60,10.0,0,1,1,1,1,1,1,1
875,20,"Port Said, Ismailia, Suez",Suez Canal,Canal,2020,6,Summer,7.86,0.55,394,0.81,609,2.73,0.02,0.103,0.082,0.03,56,176,58,10.0,0,1,1,1,1,1,1,1
